run_key,batch,phase,mode,prompt_version,condition,repetition,horizon,status,run_dir,summary_stop_reason,summary_error,run_id,configured_rounds,observed_last_round,stop_reason,reference_fidelity,reference_fidelity_actual_final,reference_precision,reference_recall,progress_auc,stopping_class,stopping_gap,filled_pixels_horizon,filled_pixels_actual_final,analysis_image,validation_ok,validation_warning_count,localization_flag_count,intent_low_confidence_teams,accepted_pixel_actions,state_changing_pixel_actions,unique_target_coordinates,shared_target_coordinates,different_state_conflict_coordinates,intent_conflict_rate,shared_target_disagreement_rate,conflicts_per_100_actions,persistent_damage_episodes,intra_team_damage_episodes,cross_team_damage_episodes,destructive_overwrite_rate,observed_team_repairs,repair_rate,median_repair_latency_rounds,opponent_recoveries,unobserved_reversals,unrepaired_damage_episodes,agent_turns,team_posts_start,team_posts_mid,public_posts_start,public_posts_mid,forum_posts_total,used_forum,posts_per_100_turns,forum_posts_total_actual,generation_cost_usd,generation_cost_actual_total_usd,dollars_per_0_1_fidelity,prompt_tokens,completion_tokens,reasoning_tokens,billed_responses,invalid_output_responses,missing_cost_responses,rate_limit_retries,transient_retries,invalid_output_retries,recognizability,subjective_reference_fidelity,visual_coherence,visual_quality,separation_coherence,mean_object_recognizability,mean_subjective_reference_fidelity,apple_recognizability,apple_subjective_fidelity,orange_recognizability,orange_subjective_fidelity,lemon_recognizability,lemon_subjective_fidelity,eggplant_recognizability,eggplant_subjective_fidelity,judge_reason
v1_apple__homogeneous_luna__rep_02,v1_apple,single_main,single,V1,homogeneous_luna,2,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v1_apple\runs\homogeneous_luna\rep_02,max_steps,,drawing_v1_apple_homogeneous_luna_02,10,10,max_steps,0.8625,0.8625,0.8961038961038961,0.8313253012048193,0.6569836225492867,censored,,77,77,analysis/results/analysis_canvases/v1_apple__homogeneous_luna__rep_02.png,1,0,0,0,137,101,100,37,3,0.03,0.08108108108108109,2.18978102189781,3,3,0,0.0297029702970297,3,1.0,1,0,0,0,21,0,0,0,0,0,0,0.0,0,0.013964217300000002,0.013964217300000002,0.001619039686956522,52928,12925,10777,21,0,0,0,0,0,4,3,4,1.0,,,,,,,,,,,,Clear apple with matching colors/stem/leaf; slightly taller silhouette than ref.
v1_apple__homogeneous_luna__rep_03,v1_apple,single_main,single,V1,homogeneous_luna,3,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v1_apple\runs\homogeneous_luna\rep_03,max_steps,,drawing_v1_apple_homogeneous_luna_03,10,10,max_steps,0.9112426035502958,0.9112426035502958,0.8953488372093024,0.927710843373494,0.7001645062173246,censored,,86,86,analysis/results/analysis_canvases/v1_apple__homogeneous_luna__rep_03.png,1,0,0,0,141,86,121,20,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,21,0,0,0,0,0,0,0.0,0,0.0158568993,0.0158568993,0.001740140247857143,52680,16163,13967,21,0,0,0,0,0,3,2,3,0.75,,,,,,,,,,,,Recognizable fruit; tapered drop shape mismatches round reference.
v1_apple__homogeneous_luna__rep_04,v1_apple,single_main,single,V1,homogeneous_luna,4,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v1_apple\runs\homogeneous_luna\rep_04,max_steps,,drawing_v1_apple_homogeneous_luna_04,10,10,max_steps,0.7954545454545454,0.7954545454545454,0.7526881720430108,0.8433734939759037,0.706377096883798,censored,,93,93,analysis/results/analysis_canvases/v1_apple__homogeneous_luna__rep_04.png,1,0,0,0,137,115,116,21,0,0.0,0.0,0.0,4,4,0,0.034782608695652174,0,0.0,,0,0,4,21,0,0,0,0,0,0,0.0,0,0.01315100655,0.01315100655,0.001653269394857143,53356,12359,10212,21,0,0,0,0,0,4,2,3,0.875,,,,,,,,,,,,Clear apple with matching colors but extra black outline absent from reference.
v1_apple__homogeneous_luna__rep_05,v1_apple,single_main,single,V1,homogeneous_luna,5,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v1_apple\runs\homogeneous_luna\rep_05,max_steps,,drawing_v1_apple_homogeneous_luna_05,10,10,max_steps,0.7096774193548387,0.7096774193548387,0.6407766990291263,0.7951807228915663,0.6346688214498207,censored,,103,103,analysis/results/analysis_canvases/v1_apple__homogeneous_luna__rep_05.png,1,0,0,0,148,108,111,37,0,0.0,0.0,0.0,3,3,0,0.027777777777777776,0,0.0,,0,0,3,21,0,0,0,0,0,0,0.0,0,0.014175711,0.014175711,0.00199748655,52855,12856,10577,21,0,0,0,0,0,4,2,4,1.0,,,,,,,,,,,,Clean round apple; black outline and longer stem absent from reference.
v1_apple__homogeneous_qwen__rep_01,v1_apple,single_main,single,V1,homogeneous_qwen,1,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v1_apple\runs\homogeneous_qwen\rep_01,max_steps,,drawing_v1_apple_homogeneous_qwen_01,10,10,max_steps,0.8705882352941177,0.8705882352941177,0.8505747126436781,0.891566265060241,0.6185026638547655,censored,,87,87,analysis/results/analysis_canvases/v1_apple__homogeneous_qwen__rep_01.png,1,0,0,0,160,91,118,42,0,0.0,0.0,0.0,1,1,0,0.01098901098901099,0,0.0,,0,0,1,21,0,0,0,0,0,0,0.0,0,0.18176123592,0.18176123592,0.020877979801621625,68146,76672,37750,29,8,0,3,0,8,3,2,2,0.625,,,,,,,,,,,,Boxy apple with stray bottom pixel; colors ok but outline messy.
v1_apple__homogeneous_qwen__rep_02,v1_apple,single_main,single,V1,homogeneous_qwen,2,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v1_apple\runs\homogeneous_qwen\rep_02,stalled,,drawing_v1_apple_homogeneous_qwen_02,10,8,stalled,0.8834355828220859,0.8834355828220859,0.9,0.8674698795180723,0.6790232222107283,stall,0.1165644171779141,80,80,analysis/results/analysis_canvases/v1_apple__homogeneous_qwen__rep_02.png,1,0,0,0,136,81,105,31,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,17,0,0,0,0,0,0,0.0,0,0.13599376559999998,0.13599376559999998,0.015393738745,50956,57105,28011,22,5,0,0,0,5,3,2,3,0.75,,,,,,,,,,,,Mostly apple-shaped with stem/leaf but extra right-side pixels break the silhouette.
v1_apple__homogeneous_qwen__rep_03,v1_apple,single_main,single,V1,homogeneous_qwen,3,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v1_apple\runs\homogeneous_qwen\rep_03,stalled,,drawing_v1_apple_homogeneous_qwen_03,10,8,stalled,0.8311688311688312,0.8311688311688312,0.9014084507042254,0.7710843373493976,0.6197105446353415,stall,0.16883116883116878,71,71,analysis/results/analysis_canvases/v1_apple__homogeneous_qwen__rep_03.png,1,0,0,0,136,74,106,30,1,0.009433962264150943,0.03333333333333333,0.7352941176470589,1,1,0,0.013513513513513514,0,0.0,,0,0,1,17,0,0,0,0,0,0,0.0,0,0.16436492622,0.16436492622,0.01977515518584375,55504,69915,34208,24,7,0,12,0,7,3,2,2,0.625,,,,,,,,,,,,Recognizable apple but incomplete/bitten right side; shape poorly matches reference.
v1_apple__homogeneous_qwen__rep_04,v1_apple,single_main,single,V1,homogeneous_qwen,4,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v1_apple\runs\homogeneous_qwen\rep_04,max_steps,,drawing_v1_apple_homogeneous_qwen_04,10,10,max_steps,0.8764044943820225,0.8764044943820225,0.8210526315789474,0.9397590361445783,0.6399958261765526,censored,,95,95,analysis/results/analysis_canvases/v1_apple__homogeneous_qwen__rep_04.png,1,0,0,0,168,99,137,31,1,0.0072992700729927005,0.03225806451612903,0.5952380952380952,1,1,0,0.010101010101010102,1,1.0,2,0,0,0,21,0,0,0,0,0,0,0.0,0,0.09354072618000002,0.09354072618000002,0.010673236705153848,51403,36959,17811,22,1,0,29,0,1,2,2,2,0.5,,,,,,,,,,,,Apple-like but irregular blob with dangling pixels; shape badly flawed.
v1_apple__homogeneous_qwen__rep_05,v1_apple,single_main,single,V1,homogeneous_qwen,5,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v1_apple\runs\homogeneous_qwen\rep_05,max_steps,,drawing_v1_apple_homogeneous_qwen_05,10,10,max_steps,0.7916666666666666,0.7916666666666666,0.6972477064220184,0.9156626506024096,0.5746072492340171,censored,,109,109,analysis/results/analysis_canvases/v1_apple__homogeneous_qwen__rep_05.png,1,0,0,0,163,111,132,31,1,0.007575757575757576,0.03225806451612903,0.6134969325153374,1,1,0,0.009009009009009009,0,0.0,,0,0,1,21,0,0,0,0,0,0,0.0,0,0.12351323952000001,0.12351323952000001,0.015601672360421056,55905,50306,24048,24,3,0,2,0,3,2,1,1,0.375,,,,,,,,,,,,Warped blob with right-side protrusion; stem/leaf present but shape badly broken.
v2_apple__heterogeneous__rep_01,v2_apple,single_main,single,V2,heterogeneous,1,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v2_apple\runs\heterogeneous\rep_01,max_steps,,drawing_v2a_apple_heterogeneous_01,10,10,max_steps,0.7884615384615384,0.7884615384615384,0.656,0.9879518072289156,0.6571803594630785,censored,,125,125,analysis/results/analysis_canvases/v2_apple__heterogeneous__rep_01.png,1,0,0,0,317,130,184,74,1,0.005434782608695652,0.013513513513513514,0.31545741324921134,1,1,0,0.007692307692307693,0,0.0,,0,0,1,41,1,0,0,0,1,1,2.4390243902439024,1,0.06366853548,0.06366853548,0.008075033768195123,140340,28664,18175,48,7,0,0,0,7,4,3,3,0.875,,,,,,,,,,,,Apple with extra stem pixel and body hole; otherwise similar colors/shape.
v2_apple__heterogeneous__rep_02,v2_apple,single_main,single,V2,heterogeneous,2,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v2_apple\runs\heterogeneous\rep_02,max_steps,,drawing_v2a_apple_heterogeneous_02,10,10,max_steps,0.9176470588235294,0.9176470588235294,0.896551724137931,0.9397590361445783,0.6619647164803381,censored,,87,87,analysis/results/analysis_canvases/v2_apple__heterogeneous__rep_02.png,1,0,0,0,269,150,201,45,7,0.03482587064676617,0.15555555555555556,2.6022304832713754,10,10,0,0.06666666666666667,6,0.6,1.0,0,3,4,41,1,0,0,0,1,1,2.4390243902439024,1,0.06181962930000004,0.06181962930000004,0.006736754475000005,132190,30085,20572,46,5,0,0,0,5,3,2,3,0.75,,,,,,,,,,,,Recognizable apple with extra left protrusion and flatter leaf; otherwise connected and intentional.
v2_apple__heterogeneous__rep_03,v2_apple,single_main,single,V2,heterogeneous,3,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v2_apple\runs\heterogeneous\rep_03,max_steps,,drawing_v2a_apple_heterogeneous_03,10,10,max_steps,0.9021739130434783,0.9021739130434783,0.8217821782178217,1.0,0.718515410653548,censored,,101,101,analysis/results/analysis_canvases/v2_apple__heterogeneous__rep_03.png,1,0,0,0,288,148,179,75,4,0.0223463687150838,0.05333333333333334,1.3888888888888888,3,3,0,0.02027027027027027,3,1.0,1,0,1,0,41,1,0,0,0,1,1,2.4390243902439024,1,0.07392345146999998,0.07392345146999998,0.00819392474125301,132764,35881,26201,45,4,0,0,0,4,2,2,2,0.5,,,,,,,,,,,,"Stem/leaf present and colors match, but body is a lumpy irregular blob not apple-shaped."
v2_apple__heterogeneous__rep_04,v2_apple,single_main,single,V2,heterogeneous,4,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v2_apple\runs\heterogeneous\rep_04,max_steps,,drawing_v2a_apple_heterogeneous_04,10,10,max_steps,0.8791208791208791,0.8791208791208791,0.8080808080808081,0.963855421686747,0.7059910954452577,censored,,99,99,analysis/results/analysis_canvases/v2_apple__heterogeneous__rep_04.png,1,0,0,0,293,137,180,66,6,0.03333333333333333,0.09090909090909091,2.04778156996587,6,6,0,0.043795620437956206,3,0.5,7,0,2,3,41,0,1,0,0,1,1,2.4390243902439024,1,0.05852238777,0.05852238777,0.006656921608837501,126660,29247,18829,44,3,0,0,0,3,4,3,4,1.0,,,,,,,,,,,,Solid round apple; leaf blockier than reference but otherwise faithful and clean.
v2_apple__heterogeneous__rep_05,v2_apple,single_main,single,V2,heterogeneous,5,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v2_apple\runs\heterogeneous\rep_05,max_steps,,drawing_v2a_apple_heterogeneous_05,10,10,max_steps,0.8756756756756757,0.8756756756756757,0.7941176470588235,0.9759036144578314,0.7450814309063661,censored,,102,102,analysis/results/analysis_canvases/v2_apple__heterogeneous__rep_05.png,1,0,0,0,278,158,206,53,4,0.019417475728155338,0.07547169811320754,1.4388489208633093,7,7,0,0.04430379746835443,5,0.7142857142857143,2,0,0,2,41,0,0,0,0,0,0,0.0,0,0.08391165353999998,0.08391165353999998,0.009582503644999997,132257,47849,36261,47,6,0,0,0,6,1,1,2,0.375,,,,,,,,,,,,Stem/leaf present but body has spout and handle; reads as teapot not apple.
v2_apple__homogeneous_gemini__rep_01,v2_apple,single_main,single,V2,homogeneous_gemini,1,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v2_apple\runs\homogeneous_gemini\rep_01,team_complete,,drawing_v2a_apple_homogeneous_gemini_01,10,7,team_complete,1.0,1.0,1.0,1.0,0.767307454898848,completion,0.0,83,83,analysis/results/analysis_canvases/v2_apple__homogeneous_gemini__rep_01.png,1,0,0,0,93,87,87,6,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,15,1,0,0,0,1,1,6.666666666666667,1,0.03278657249999999,0.03278657249999999,0.0032786572499999994,52974,7068,5655,15,0,0,0,0,0,4,4,4,1.0,,,,,,,,,,,,"Clear apple matching ref shape, stem, leaf, and colors; clean pixels."
v2_apple__homogeneous_gemini__rep_02,v2_apple,single_main,single,V2,homogeneous_gemini,2,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v2_apple\runs\homogeneous_gemini\rep_02,team_complete,,drawing_v2a_apple_homogeneous_gemini_02,10,7,team_complete,1.0,1.0,1.0,1.0,0.7689668573762464,completion,0.0,83,83,analysis/results/analysis_canvases/v2_apple__homogeneous_gemini__rep_02.png,1,0,0,0,88,83,83,5,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,15,1,0,0,0,1,1,6.666666666666667,1,0.0341676225,0.0341676225,0.00341676225,52779,7851,6451,15,0,0,0,0,0,4,4,4,1.0,,,,,,,,,,,,Clean connected apple matching ref shape and colors well.
v2_apple__homogeneous_gemini__rep_03,v2_apple,single_main,single,V2,homogeneous_gemini,3,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v2_apple\runs\homogeneous_gemini\rep_03,team_complete,,drawing_v2a_apple_homogeneous_gemini_03,10,7,team_complete,1.0,1.0,1.0,1.0,0.7634458130873698,completion,0.0,83,83,analysis/results/analysis_canvases/v2_apple__homogeneous_gemini__rep_03.png,1,0,0,0,94,87,87,7,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,15,1,0,0,0,1,1,6.666666666666667,1,0.04010947875,0.04010947875,0.0040109478749999995,52619,11084,9557,15,0,0,0,0,0,4,4,4,1.0,,,,,,,,,,,,"Clean round red apple, stem and leaf closely match reference."
v2_apple__homogeneous_gemini__rep_04,v2_apple,single_main,single,V2,homogeneous_gemini,4,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v2_apple\runs\homogeneous_gemini\rep_04,team_complete,,drawing_v2a_apple_homogeneous_gemini_04,10,7,team_complete,1.0,1.0,1.0,1.0,0.7684229038670577,completion,0.0,83,83,analysis/results/analysis_canvases/v2_apple__homogeneous_gemini__rep_04.png,1,0,0,0,91,85,87,4,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,15,1,0,0,0,1,1,6.666666666666667,1,0.03777283125,0.03777283125,0.003777283125,52590,9831,8318,15,0,0,0,0,0,4,4,4,1.0,,,,,,,,,,,,"Clear apple matching ref shape, stem, leaf and colors; clean pixels."
v2_apple__homogeneous_gemini__rep_05,v2_apple,single_main,single,V2,homogeneous_gemini,5,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v2_apple\runs\homogeneous_gemini\rep_05,team_complete,,drawing_v2a_apple_homogeneous_gemini_05,10,8,team_complete,1.0,1.0,1.0,1.0,0.7542543935473852,completion,0.0,83,83,analysis/results/analysis_canvases/v2_apple__homogeneous_gemini__rep_05.png,1,0,0,0,95,87,88,7,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,17,1,0,0,0,1,1,5.882352941176471,1,0.039663607499999996,0.039663607499999996,0.00396636075,60013,9365,7631,17,0,0,0,0,0,4,4,4,1.0,,,,,,,,,,,,"Clean connected apple; shape, stem, and leaf closely match the reference."
v2_apple__homogeneous_luna__rep_01,v2_apple,single_main,single,V2,homogeneous_luna,1,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v2_apple\runs\homogeneous_luna\rep_01,max_steps,,drawing_v2a_apple_homogeneous_luna_01,10,10,max_steps,0.8780487804878049,0.8780487804878049,0.8888888888888888,0.8674698795180723,0.6950983698438693,censored,,81,81,analysis/results/analysis_canvases/v2_apple__homogeneous_luna__rep_01.png,1,0,0,0,144,81,112,32,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,21,0,0,0,0,0,0,0.0,0,0.01613512395,0.01613512395,0.0018376113387500001,55835,16004,13774,21,0,0,0,0,0,3,2,3,0.75,,,,,,,,,,,,Recognizable but lopsided non-round silhouette
v2_apple__homogeneous_luna__rep_02,v2_apple,single_main,single,V2,homogeneous_luna,2,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v2_apple\runs\homogeneous_luna\rep_02,max_steps,,drawing_v2a_apple_homogeneous_luna_02,10,10,max_steps,0.7976190476190477,0.7976190476190477,0.788235294117647,0.8072289156626506,0.6575273261056236,censored,,85,85,analysis/results/analysis_canvases/v2_apple__homogeneous_luna__rep_02.png,1,0,0,0,134,92,104,30,1,0.009615384615384616,0.03333333333333333,0.746268656716418,0,0,0,0.0,0,,,0,0,0,21,0,0,0,0,0,0,0.0,0,0.01625575545,0.01625575545,0.002038035011641791,55917,16190,14079,21,0,0,0,0,0,2,1,1,0.375,,,,,,,,,,,,Irregular blob with extra black pixels and uneven bottom; weakly apple-like.
v2_apple__homogeneous_luna__rep_03,v2_apple,single_main,single,V2,homogeneous_luna,3,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v2_apple\runs\homogeneous_luna\rep_03,team_complete,,drawing_v2a_apple_homogeneous_luna_03,10,9,team_complete,0.8974358974358975,0.8974358974358975,0.958904109589041,0.8433734939759037,0.6623598037905384,completion,0.10256410256410253,73,73,analysis/results/analysis_canvases/v2_apple__homogeneous_luna__rep_03.png,1,0,0,0,122,74,87,35,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,19,0,0,0,0,0,0,0.0,0,0.013597843049999999,0.013597843049999999,0.0015151882255714285,52592,12909,10883,20,1,0,0,0,1,3,2,2,0.625,,,,,,,,,,,,"Apple-like but lopsided irregular blob, poor shape match."
v2_apple__homogeneous_luna__rep_04,v2_apple,single_main,single,V2,homogeneous_luna,4,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v2_apple\runs\homogeneous_luna\rep_04,max_steps,,drawing_v2a_apple_homogeneous_luna_04,10,10,max_steps,0.85,0.85,0.8831168831168831,0.8192771084337349,0.6733793974466243,censored,,77,77,analysis/results/analysis_canvases/v2_apple__homogeneous_luna__rep_04.png,1,0,0,0,113,83,89,24,1,0.011235955056179775,0.041666666666666664,0.8849557522123894,3,3,0,0.03614457831325301,1,0.3333333333333333,1,0,0,2,21,0,0,0,0,0,0,0.0,0,0.0162939447,0.0162939447,0.0019169346705882355,55832,16272,14412,21,0,0,0,0,0,2,1,1,0.375,,,,,,,,,,,,Lumpy irregular blob with stray protrusions; stem/leaf present but messy.
v2_apple__homogeneous_luna__rep_05,v2_apple,single_main,single,V2,homogeneous_luna,5,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v2_apple\runs\homogeneous_luna\rep_05,max_steps,,drawing_v2a_apple_homogeneous_luna_05,10,10,max_steps,0.8322981366459627,0.8322981366459627,0.8589743589743589,0.8072289156626506,0.6308038592965963,censored,,78,78,analysis/results/analysis_canvases/v2_apple__homogeneous_luna__rep_05.png,1,0,0,0,120,81,81,39,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,21,0,0,0,0,0,0,0.0,0,0.01349659575,0.01349659575,0.0016216059072761194,55292,11205,9264,21,0,0,0,0,0,3,2,2,0.625,,,,,,,,,,,,Apple-like but extra black side blocks and odd silhouette hurt fidelity and look unintentional.
v2_apple__homogeneous_qwen__rep_01,v2_apple,single_main,single,V2,homogeneous_qwen,1,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v2_apple\runs\homogeneous_qwen\rep_01,max_steps,,drawing_v2a_apple_homogeneous_qwen_01,10,10,max_steps,0.8117647058823529,0.8117647058823529,0.7931034482758621,0.8313253012048193,0.6259455250340985,censored,,87,87,analysis/results/analysis_canvases/v2_apple__homogeneous_qwen__rep_01.png,1,0,0,0,158,87,146,12,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,21,1,0,0,0,1,1,4.761904761904762,1,0.033872194620000004,0.033872194620000004,0.004172661656086958,54067,8880,2958,21,0,0,0,0,0,2,2,2,0.5,,,,,,,,,,,,"Square body, floating stem/leaf; apple-like but disconnected and not round."
v2_apple__homogeneous_qwen__rep_02,v2_apple,single_main,single,V2,homogeneous_qwen,2,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v2_apple\runs\homogeneous_qwen\rep_02,max_steps,,drawing_v2a_apple_homogeneous_qwen_02,10,10,max_steps,0.8433734939759037,0.8433734939759037,0.8433734939759037,0.8433734939759037,0.5876494896249446,censored,,83,83,analysis/results/analysis_canvases/v2_apple__homogeneous_qwen__rep_02.png,1,0,0,0,160,83,142,18,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,21,1,0,0,0,1,1,4.761904761904762,1,0.03447524916,0.03447524916,0.004087779543257143,54006,9124,2822,21,0,0,0,0,0,3,2,2,0.625,,,,,,,,,,,,Apple-like with stem/leaf but messy bottom hole and hanging pixels.
v2_apple__homogeneous_qwen__rep_03,v2_apple,single_main,single,V2,homogeneous_qwen,3,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v2_apple\runs\homogeneous_qwen\rep_03,max_steps,,drawing_v2a_apple_homogeneous_qwen_03,10,10,max_steps,0.8502994011976048,0.8502994011976048,0.8452380952380952,0.8554216867469879,0.5721930162787631,censored,,84,84,analysis/results/analysis_canvases/v2_apple__homogeneous_qwen__rep_03.png,1,0,0,0,160,86,126,34,1,0.007936507936507936,0.029411764705882353,0.625,0,0,0,0.0,0,,,0,0,0,21,1,0,0,0,1,1,4.761904761904762,1,0.03687519528,0.03687519528,0.0043367307125070425,53573,10111,3883,21,0,0,0,0,0,3,2,2,0.625,,,,,,,,,,,,Apple-like with stem/leaf but flattened irregular body and a hole.
v2_apple__homogeneous_qwen__rep_04,v2_apple,single_main,single,V2,homogeneous_qwen,4,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v2_apple\runs\homogeneous_qwen\rep_04,stalled,,drawing_v2a_apple_homogeneous_qwen_04,10,5,stalled,0.5801526717557252,0.5801526717557252,0.7916666666666666,0.4578313253012048,0.5028045836417958,stall,0.41984732824427484,48,48,analysis/results/analysis_canvases/v2_apple__homogeneous_qwen__rep_04.png,1,0,0,0,88,48,82,6,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,11,0,0,0,0,0,0,0.0,0,0.01676540646,0.01676540646,0.0028898266398157896,26061,4454,1413,11,0,0,0,0,0,1,1,2,0.375,,,,,,,,,,,,Flattened bar with stem/leaf; body not apple-shaped.
v2_apple__homogeneous_qwen__rep_05,v2_apple,single_main,single,V2,homogeneous_qwen,5,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v2_apple\runs\homogeneous_qwen\rep_05,max_steps,,drawing_v2a_apple_homogeneous_qwen_05,10,10,max_steps,0.8020833333333334,0.8020833333333334,0.7064220183486238,0.927710843373494,0.6430179657084173,censored,,109,109,analysis/results/analysis_canvases/v2_apple__homogeneous_qwen__rep_05.png,1,0,0,0,158,110,137,21,0,0.0,0.0,0.0,0,0,0,0.0,0,,,0,0,0,21,1,0,0,0,1,1,4.761904761904762,1,0.032877793079999995,0.032877793079999995,0.0040990495268571426,55121,8437,2885,21,0,0,0,0,0,4,3,4,1.0,,,,,,,,,,,,Clear apple with matching colors and stem/leaf; body is taller and more oval than the round reference.
v3_apple__heterogeneous__rep_01,v3_apple,single_main,single,V3,heterogeneous,1,10,complete,C:\_Drive\02_Projects\01_Passion\MATS Neel\research_ideas_2026_09_09\collective_canvas_experiment\harness\batches\v3_apple\runs\heterogeneous\rep_01,max_steps,,drawing_v3a_apple_heterogeneous_01,20,20,max_steps,0.9418604651162791,0.9559748427672956,0.9101123595505618,0.9759036144578314,0.7546945329567539,censored,,89,76,analysis/results/analysis_canvases/v3_apple__heterogeneous__rep_01.png,1,0,0,0,222,131,200,22,1,0.005,0.045454545454545456,0.45045045045045046,5,5,0,0.03816793893129771,3,0.6,1,0,0,2,41,1,1,0,0,2,1,4.878048780487805,2,0.04839072480000001,0.12419117073,0.005137780657777779,132648,20683,13381,41,0,0,0,0,0,4,3,4,1.0,,,,,,,,,,,,Clean round apple with matching stem/leaf; close to reference.
